age,historical_configuration_id,historical_calibration_sha256,historical_feast_wheel_sha256,historical_assignment_randomness,new_configuration_id,new_calibration_sha256,new_calibration_manifest_sha256,new_feast_wheel_sha256,new_sinkhorn_method,new_transport_backend,new_transport_device,new_assignment_randomness,absolute_change,decision
E18.5,study07-full-devccf-transfer-v2,8c917f3c195aed3a001874826eaa4e0ead84122b9e62cdd7a0a9de043225810d,9dd912d883a03d51ed7105cecd914cf8f7f25f5355f57dfde1c77b6fef0b056b,0.5,study07-full-devccf-transfer-v5,cb5f54537332fc15ec626cf5afc8c10664781bc3364543ec87c8d076d533c445,92f35fd29f9f1496480e741487f69c07ef1c0f5590d7ed803708faa7a870d332,3ad31888faf367a91aec9d46902a5e89759837b5c7ea0e45ca93276674e68883,sinkhorn_log,torch,cpu,0.5,0.0,calibration_value_unchanged_new_solver_lineage_retained
