slice_id,method,ARI_ref,NMI_ref,AMI_ref
151508,GraphST,0.474512140665,0.613274881338,0.612370196258
151508,STAGATE_mclust,0.448452520204,0.611585768002,0.610692050105
151508,Leiden_unsupervised,0.291857368751,0.393942823843,0.392741486922
151670,GraphST,0.551147835716,0.600604779198,0.599876727475
151670,STAGATE_mclust,0.267232044304,0.447419003077,0.446440134680
151670,Leiden_unsupervised,0.196689852661,0.297440735479,0.296235399741
151676,GraphST,0.591259120152,0.671369808674,0.670438556849
151676,STAGATE_mclust,0.501387506324,0.626589666298,0.625525138189
151676,Leiden_unsupervised,0.275865078048,0.392648971612,0.390933358219
