age,z_index,z_world,display_region,n_spots
E18.5,62,-4.32,CP,3778
E18.5,62,-4.32,DorsalVZ,1524
E18.5,62,-4.32,GE,9188
E18.5,62,-4.32,IZ,7966
E18.5,62,-4.32,SeptalVZ,608
E18.5,62,-4.32,Septum,3732
E18.5,62,-4.32,VentralVZ,484
E18.5,63,-4.3,BT,11963
E18.5,63,-4.3,CP,3812
E18.5,63,-4.3,DorsalVZ,1694
E18.5,63,-4.3,GE,9286
E18.5,63,-4.3,IZ,8142
E18.5,63,-4.3,SeptalVZ,610
E18.5,63,-4.3,Septum,3684
E18.5,63,-4.3,VentralVZ,488
E18.5,64,-4.28,BT,11433
E18.5,64,-4.28,CP,3857
E18.5,64,-4.28,DorsalVZ,1850
E18.5,64,-4.28,GE,9406
E18.5,64,-4.28,IZ,8348
E18.5,64,-4.28,SeptalVZ,640
E18.5,64,-4.28,Septum,3623
E18.5,64,-4.28,VentralVZ,472
E18.5,65,-4.26,BT,10908
E18.5,65,-4.26,CP,3882
E18.5,65,-4.26,DorsalVZ,2004
E18.5,65,-4.26,GE,9530
E18.5,65,-4.26,IZ,8556
E18.5,65,-4.26,SeptalVZ,640
E18.5,65,-4.26,Septum,3576
E18.5,65,-4.26,VentralVZ,468
E18.5,66,-4.24,BT,10500
E18.5,66,-4.24,CP,3916
E18.5,66,-4.24,DorsalVZ,2158
E18.5,66,-4.24,GE,9610
E18.5,66,-4.24,IZ,8720
E18.5,66,-4.24,SeptalVZ,660
E18.5,66,-4.24,Septum,3491
E18.5,66,-4.24,VentralVZ,472
E18.5,67,-4.22,BT,10044
E18.5,67,-4.22,CP,3851
E18.5,67,-4.22,DorsalVZ,2340
E18.5,67,-4.22,GE,9688
E18.5,67,-4.22,IZ,8936
E18.5,67,-4.22,SeptalVZ,666
E18.5,67,-4.22,Septum,3430
E18.5,67,-4.22,VentralVZ,470
E18.5,68,-4.2,BT,9662
E18.5,68,-4.2,CP,3851
E18.5,68,-4.2,DorsalVZ,2546
E18.5,68,-4.2,GE,9704
E18.5,68,-4.2,IZ,9114
E18.5,68,-4.2,SeptalVZ,664
E18.5,68,-4.2,Septum,3362
E18.5,68,-4.2,VentralVZ,470
E18.5,69,-4.18,BT,9238
E18.5,69,-4.18,CP,3878
E18.5,69,-4.18,DorsalVZ,2706
E18.5,69,-4.18,GE,9750
E18.5,69,-4.18,IZ,9204
E18.5,69,-4.18,SeptalVZ,670
E18.5,69,-4.18,Septum,3311
E18.5,69,-4.18,VentralVZ,452
E18.5,70,-4.16,BT,8850
E18.5,70,-4.16,CP,3909
E18.5,70,-4.16,DorsalVZ,2818
E18.5,70,-4.16,GE,9734
E18.5,70,-4.16,IZ,9356
E18.5,70,-4.16,SeptalVZ,658
E18.5,70,-4.16,Septum,3258
E18.5,70,-4.16,VentralVZ,460
E18.5,71,-4.14,BT,8409
E18.5,71,-4.14,CP,3976
E18.5,71,-4.14,DorsalVZ,2920
E18.5,71,-4.14,GE,9664
E18.5,71,-4.14,IZ,9474
E18.5,71,-4.14,SeptalVZ,648
E18.5,71,-4.14,Septum,3186
E18.5,71,-4.14,VentralVZ,474
E18.5,72,-4.12,BT,8018
E18.5,72,-4.12,CP,4031
E18.5,72,-4.12,DorsalVZ,2998
E18.5,72,-4.12,GE,9660
E18.5,72,-4.12,IZ,9558
E18.5,72,-4.12,SeptalVZ,640
E18.5,72,-4.12,Septum,3106
E18.5,72,-4.12,VentralVZ,482
E18.5,73,-4.1,BT,7630
E18.5,73,-4.1,CP,4091
E18.5,73,-4.1,DorsalVZ,3038
E18.5,73,-4.1,GE,9626
E18.5,73,-4.1,IZ,9707
E18.5,73,-4.1,SeptalVZ,636
E18.5,73,-4.1,Septum,3018
E18.5,73,-4.1,VentralVZ,504
E18.5,74,-4.08,BT,7270
E18.5,74,-4.08,CP,4133
E18.5,74,-4.08,DorsalVZ,3120
E18.5,74,-4.08,GE,9612
E18.5,74,-4.08,IZ,9836
E18.5,74,-4.08,SeptalVZ,596
E18.5,74,-4.08,Septum,2968
E18.5,74,-4.08,VentralVZ,516
E18.5,75,-4.06,BT,6898
E18.5,75,-4.06,CP,4173
E18.5,75,-4.06,DorsalVZ,3164
E18.5,75,-4.06,GE,9620
E18.5,75,-4.06,IZ,9961
E18.5,75,-4.06,SeptalVZ,594
E18.5,75,-4.06,Septum,2924
E18.5,75,-4.06,VentralVZ,532
E18.5,76,-4.04,BT,6566
E18.5,76,-4.04,CP,4235
E18.5,76,-4.04,DorsalVZ,3188
E18.5,76,-4.04,GE,9596
E18.5,76,-4.04,IZ,10084
E18.5,76,-4.04,SeptalVZ,604
E18.5,76,-4.04,Septum,2850
E18.5,76,-4.04,VentralVZ,556
E18.5,77,-4.02,BT,6276
E18.5,77,-4.02,CP,4222
E18.5,77,-4.02,DorsalVZ,3258
E18.5,77,-4.02,GE,9554
E18.5,77,-4.02,IZ,10215
E18.5,77,-4.02,SeptalVZ,584
E18.5,77,-4.02,Septum,2778
E18.5,77,-4.02,VentralVZ,576
E18.5,78,-4.0,BT,5960
E18.5,78,-4.0,CP,4260
E18.5,78,-4.0,DorsalVZ,3328
E18.5,78,-4.0,GE,9518
E18.5,78,-4.0,IZ,10325
E18.5,78,-4.0,SeptalVZ,592
E18.5,78,-4.0,Septum,2734
E18.5,78,-4.0,VentralVZ,598
E18.5,79,-3.98,BT,5634
E18.5,79,-3.98,CP,4265
E18.5,79,-3.98,DorsalVZ,3412
E18.5,79,-3.98,GE,9534
E18.5,79,-3.98,IZ,10431
E18.5,79,-3.98,SeptalVZ,564
E18.5,79,-3.98,Septum,2675
E18.5,79,-3.98,VentralVZ,610
E18.5,80,-3.96,BT,5282
E18.5,80,-3.96,CP,4227
E18.5,80,-3.96,DorsalVZ,3478
E18.5,80,-3.96,GE,9494
E18.5,80,-3.96,IZ,10583
E18.5,80,-3.96,SeptalVZ,544
E18.5,80,-3.96,Septum,2620
E18.5,80,-3.96,VentralVZ,614
E18.5,81,-3.94,BT,4948
E18.5,81,-3.94,CP,4214
E18.5,81,-3.94,DorsalVZ,3544
E18.5,81,-3.94,GE,9486
E18.5,81,-3.94,IZ,10734
E18.5,81,-3.94,SeptalVZ,520
E18.5,81,-3.94,Septum,2568
E18.5,81,-3.94,VentralVZ,622
E18.5,82,-3.92,BT,4622
E18.5,82,-3.92,CP,4234
E18.5,82,-3.92,DorsalVZ,3620
E18.5,82,-3.92,GE,9464
E18.5,82,-3.92,IZ,10854
E18.5,82,-3.92,SeptalVZ,496
E18.5,82,-3.92,Septum,2535
E18.5,82,-3.92,VentralVZ,604
E18.5,83,-3.9,BT,4258
E18.5,83,-3.9,CP,4226
E18.5,83,-3.9,DorsalVZ,3694
E18.5,83,-3.9,GE,9446
E18.5,83,-3.9,IZ,11010
E18.5,83,-3.9,SeptalVZ,490
E18.5,83,-3.9,Septum,2477
E18.5,83,-3.9,VentralVZ,606
E18.5,84,-3.88,BT,3916
E18.5,84,-3.88,CP,4248
E18.5,84,-3.88,DorsalVZ,3758
E18.5,84,-3.88,GE,9366
E18.5,84,-3.88,IZ,11195
E18.5,84,-3.88,SeptalVZ,482
E18.5,84,-3.88,Septum,2439
E18.5,84,-3.88,VentralVZ,608
E18.5,85,-3.86,BT,3564
E18.5,85,-3.86,CP,4269
E18.5,85,-3.86,DorsalVZ,3800
E18.5,85,-3.86,GE,9258
E18.5,85,-3.86,IZ,11413
E18.5,85,-3.86,SeptalVZ,480
E18.5,85,-3.86,Septum,2391
E18.5,85,-3.86,VentralVZ,630
E18.5,86,-3.84,BT,3186
E18.5,86,-3.84,CP,4320
E18.5,86,-3.84,DorsalVZ,3888
E18.5,86,-3.84,GE,9114
E18.5,86,-3.84,IZ,11668
E18.5,86,-3.84,SeptalVZ,468
E18.5,86,-3.84,Septum,2339
E18.5,86,-3.84,VentralVZ,670
E18.5,87,-3.82,BT,2754
E18.5,87,-3.82,CP,4376
E18.5,87,-3.82,DorsalVZ,3976
E18.5,87,-3.82,GE,8988
E18.5,87,-3.82,IZ,11928
E18.5,87,-3.82,SeptalVZ,442
E18.5,87,-3.82,Septum,2251
E18.5,87,-3.82,VentralVZ,716
E18.5,88,-3.8,BT,2320
E18.5,88,-3.8,CP,4504
E18.5,88,-3.8,DorsalVZ,4092
E18.5,88,-3.8,GE,8774
E18.5,88,-3.8,IZ,12222
E18.5,88,-3.8,SeptalVZ,424
E18.5,88,-3.8,Septum,2153
E18.5,88,-3.8,VentralVZ,802
E18.5,89,-3.78,BT,1920
E18.5,89,-3.78,CP,4586
E18.5,89,-3.78,DorsalVZ,4180
E18.5,89,-3.78,GE,8482
E18.5,89,-3.78,IZ,12511
E18.5,89,-3.78,SeptalVZ,418
E18.5,89,-3.78,Septum,2046
E18.5,89,-3.78,VentralVZ,956
E18.5,90,-3.76,BT,1618
E18.5,90,-3.76,CP,4644
E18.5,90,-3.76,DorsalVZ,4268
E18.5,90,-3.76,GE,8178
E18.5,90,-3.76,IZ,12819
E18.5,90,-3.76,SeptalVZ,420
E18.5,90,-3.76,Septum,1904
E18.5,90,-3.76,VentralVZ,1110
E18.5,91,-3.74,BT,1360
E18.5,91,-3.74,CP,4658
E18.5,91,-3.74,DorsalVZ,4296
E18.5,91,-3.74,GE,7878
E18.5,91,-3.74,IZ,13219
E18.5,91,-3.74,SeptalVZ,406
E18.5,91,-3.74,Septum,1774
E18.5,91,-3.74,VentralVZ,1224
E18.5,92,-3.72,BT,1136
E18.5,92,-3.72,CP,4704
E18.5,92,-3.72,DorsalVZ,4392
E18.5,92,-3.72,GE,7564
E18.5,92,-3.72,IZ,13558
E18.5,92,-3.72,SeptalVZ,394
E18.5,92,-3.72,Septum,1633
E18.5,92,-3.72,VentralVZ,1302
E18.5,93,-3.7,BT,942
E18.5,93,-3.7,CP,4729
E18.5,93,-3.7,DorsalVZ,4490
E18.5,93,-3.7,GE,7254
E18.5,93,-3.7,IZ,13793
E18.5,93,-3.7,SeptalVZ,382
E18.5,93,-3.7,Septum,1546
E18.5,93,-3.7,VentralVZ,1364
E18.5,94,-3.68,BT,778
E18.5,94,-3.68,CP,4831
E18.5,94,-3.68,DorsalVZ,4624
E18.5,94,-3.68,GE,6900
E18.5,94,-3.68,IZ,13942
E18.5,94,-3.68,SeptalVZ,378
E18.5,94,-3.68,Septum,1458
E18.5,94,-3.68,VentralVZ,1480
E18.5,95,-3.66,BT,642
E18.5,95,-3.66,CP,4869
E18.5,95,-3.66,DorsalVZ,4798
E18.5,95,-3.66,GE,6636
E18.5,95,-3.66,IZ,14059
E18.5,95,-3.66,SeptalVZ,370
E18.5,95,-3.66,Septum,1365
E18.5,95,-3.66,VentralVZ,1516
E18.5,96,-3.64,BT,484
E18.5,96,-3.64,CP,4927
E18.5,96,-3.64,DorsalVZ,4982
E18.5,96,-3.64,GE,6406
E18.5,96,-3.64,IZ,14150
E18.5,96,-3.64,SeptalVZ,350
E18.5,96,-3.64,Septum,1285
E18.5,96,-3.64,VentralVZ,1512
E18.5,97,-3.62,BT,364
E18.5,97,-3.62,CP,5001
E18.5,97,-3.62,DorsalVZ,5110
E18.5,97,-3.62,GE,6208
E18.5,97,-3.62,IZ,14248
E18.5,97,-3.62,SeptalVZ,354
E18.5,97,-3.62,Septum,1193
E18.5,97,-3.62,VentralVZ,1452
E18.5,98,-3.6,BT,244
E18.5,98,-3.6,CP,5083
E18.5,98,-3.6,DorsalVZ,5368
E18.5,98,-3.6,GE,5984
E18.5,98,-3.6,IZ,14326
E18.5,98,-3.6,SeptalVZ,338
E18.5,98,-3.6,Septum,1101
E18.5,98,-3.6,VentralVZ,1406
E18.5,99,-3.58,BT,166
E18.5,99,-3.58,CP,5160
E18.5,99,-3.58,DorsalVZ,5504
E18.5,99,-3.58,GE,5764
E18.5,99,-3.58,IZ,14389
E18.5,99,-3.58,SeptalVZ,330
E18.5,99,-3.58,Septum,1009
E18.5,99,-3.58,VentralVZ,1304
E18.5,100,-3.56,BT,90
E18.5,100,-3.56,CP,5263
E18.5,100,-3.56,DorsalVZ,5684
E18.5,100,-3.56,GE,5542
E18.5,100,-3.56,IZ,14441
E18.5,100,-3.56,SeptalVZ,314
E18.5,100,-3.56,Septum,886
E18.5,100,-3.56,VentralVZ,1268
E18.5,101,-3.54,BT,48
E18.5,101,-3.54,CP,5362
E18.5,101,-3.54,DorsalVZ,5836
E18.5,101,-3.54,GE,5294
E18.5,101,-3.54,IZ,14520
E18.5,101,-3.54,SeptalVZ,314
E18.5,101,-3.54,Septum,752
E18.5,101,-3.54,VentralVZ,1258
E18.5,102,-3.52,BT,28
E18.5,102,-3.52,CP,5421
E18.5,102,-3.52,DorsalVZ,6020
E18.5,102,-3.52,GE,5038
E18.5,102,-3.52,IZ,14653
E18.5,102,-3.52,SeptalVZ,302
E18.5,102,-3.52,Septum,558
E18.5,102,-3.52,VentralVZ,1236
E18.5,103,-3.5,BT,18
E18.5,103,-3.5,CP,5489
E18.5,103,-3.5,DorsalVZ,6220
E18.5,103,-3.5,GE,4816
E18.5,103,-3.5,IZ,14634
E18.5,103,-3.5,SeptalVZ,278
E18.5,103,-3.5,Septum,424
E18.5,103,-3.5,VentralVZ,1240
E18.5,104,-3.48,BT,12
E18.5,104,-3.48,CP,5562
E18.5,104,-3.48,DorsalVZ,6372
E18.5,104,-3.48,GE,4558
E18.5,104,-3.48,IZ,14581
E18.5,104,-3.48,SeptalVZ,254
E18.5,104,-3.48,Septum,334
E18.5,104,-3.48,VentralVZ,1238
E18.5,105,-3.46,BT,26
E18.5,105,-3.46,CP,5607
E18.5,105,-3.46,DorsalVZ,6434
E18.5,105,-3.46,GE,4300
E18.5,105,-3.46,IZ,14549
E18.5,105,-3.46,SeptalVZ,238
E18.5,105,-3.46,Septum,248
E18.5,105,-3.46,VentralVZ,1228
E18.5,106,-3.44,BT,28
E18.5,106,-3.44,CP,5747
E18.5,106,-3.44,DorsalVZ,6560
E18.5,106,-3.44,GE,4014
E18.5,106,-3.44,IZ,14477
E18.5,106,-3.44,SeptalVZ,216
E18.5,106,-3.44,Septum,182
E18.5,106,-3.44,VentralVZ,1252
E18.5,107,-3.42,BT,20
E18.5,107,-3.42,CP,5814
E18.5,107,-3.42,DorsalVZ,6664
E18.5,107,-3.42,GE,3750
E18.5,107,-3.42,IZ,14395
E18.5,107,-3.42,SeptalVZ,190
E18.5,107,-3.42,Septum,122
E18.5,107,-3.42,VentralVZ,1226
E18.5,108,-3.4,BT,24
E18.5,108,-3.4,CP,5880
E18.5,108,-3.4,DorsalVZ,6778
E18.5,108,-3.4,GE,3470
E18.5,108,-3.4,IZ,14344
E18.5,108,-3.4,SeptalVZ,154
E18.5,108,-3.4,Septum,66
E18.5,108,-3.4,VentralVZ,1162
E18.5,109,-3.38,BT,24
E18.5,109,-3.38,CP,5993
E18.5,109,-3.38,DorsalVZ,6866
E18.5,109,-3.38,GE,3196
E18.5,109,-3.38,IZ,14259
E18.5,109,-3.38,SeptalVZ,114
E18.5,109,-3.38,Septum,26
E18.5,109,-3.38,VentralVZ,1074
E18.5,110,-3.36,BT,10
E18.5,110,-3.36,CP,6096
E18.5,110,-3.36,DorsalVZ,6906
E18.5,110,-3.36,GE,2896
E18.5,110,-3.36,IZ,14238
E18.5,110,-3.36,SeptalVZ,66
E18.5,110,-3.36,VentralVZ,1008
E18.5,111,-3.34,BT,4
E18.5,111,-3.34,CP,6185
E18.5,111,-3.34,DorsalVZ,7016
E18.5,111,-3.34,GE,2636
E18.5,111,-3.34,IZ,14164
E18.5,111,-3.34,SeptalVZ,18
E18.5,111,-3.34,VentralVZ,932
E18.5,112,-3.32,BT,2
E18.5,112,-3.32,CP,6278
E18.5,112,-3.32,DorsalVZ,7038
E18.5,112,-3.32,GE,2342
E18.5,112,-3.32,IZ,14177
E18.5,112,-3.32,VentralVZ,912
E18.5,113,-3.3,CP,6366
E18.5,113,-3.3,DorsalVZ,7164
E18.5,113,-3.3,GE,2042
E18.5,113,-3.3,IZ,14106
E18.5,113,-3.3,VentralVZ,876
E18.5,114,-3.28,CP,6485
E18.5,114,-3.28,DorsalVZ,7242
E18.5,114,-3.28,GE,1754
E18.5,114,-3.28,IZ,14067
E18.5,114,-3.28,VentralVZ,828
E18.5,115,-3.26,CP,6607
E18.5,115,-3.26,DorsalVZ,7352
E18.5,115,-3.26,GE,1496
E18.5,115,-3.26,IZ,13918
E18.5,115,-3.26,VentralVZ,726
E18.5,116,-3.24,CP,6825
E18.5,116,-3.24,DorsalVZ,7494
E18.5,116,-3.24,GE,1234
E18.5,116,-3.24,IZ,13720
E18.5,116,-3.24,VentralVZ,662
E18.5,117,-3.22,CP,7065
E18.5,117,-3.22,DorsalVZ,7640
E18.5,117,-3.22,GE,1000
E18.5,117,-3.22,IZ,13447
E18.5,117,-3.22,VentralVZ,608
E18.5,118,-3.2,CP,7224
E18.5,118,-3.2,DorsalVZ,7768
E18.5,118,-3.2,GE,778
E18.5,118,-3.2,IZ,13240
E18.5,118,-3.2,VentralVZ,514
E18.5,119,-3.18,CP,7449
E18.5,119,-3.18,DorsalVZ,7888
E18.5,119,-3.18,GE,614
E18.5,119,-3.18,IZ,13027
E18.5,119,-3.18,VentralVZ,414
E18.5,120,-3.16,CP,7601
E18.5,120,-3.16,DorsalVZ,8080
E18.5,120,-3.16,GE,446
E18.5,120,-3.16,IZ,12849
E18.5,120,-3.16,VentralVZ,346
E18.5,121,-3.14,CP,7682
E18.5,121,-3.14,DorsalVZ,8226
E18.5,121,-3.14,GE,316
E18.5,121,-3.14,IZ,12709
E18.5,121,-3.14,VentralVZ,286
E18.5,122,-3.12,CP,7794
E18.5,122,-3.12,DorsalVZ,8352
E18.5,122,-3.12,GE,202
E18.5,122,-3.12,IZ,12588
E18.5,122,-3.12,VentralVZ,194
E18.5,123,-3.1,CP,7865
E18.5,123,-3.1,DorsalVZ,8456
E18.5,123,-3.1,GE,98
E18.5,123,-3.1,IZ,12433
E18.5,123,-3.1,VentralVZ,158
E18.5,124,-3.08,CP,7979
E18.5,124,-3.08,DorsalVZ,8524
E18.5,124,-3.08,GE,26
E18.5,124,-3.08,IZ,12280
E18.5,124,-3.08,VentralVZ,104
E18.5,125,-3.06,CP,8046
E18.5,125,-3.06,DorsalVZ,8586
E18.5,125,-3.06,IZ,12170
E18.5,125,-3.06,VentralVZ,14
E18.5,126,-3.04,CP,8127
E18.5,126,-3.04,DorsalVZ,8552
E18.5,126,-3.04,IZ,12083
E18.5,127,-3.02,CP,8212
E18.5,127,-3.02,DorsalVZ,8500
E18.5,127,-3.02,IZ,11910
E18.5,128,-3.0,CP,8294
E18.5,128,-3.0,DorsalVZ,8410
E18.5,128,-3.0,IZ,11810
E18.5,129,-2.98,CP,8253
E18.5,129,-2.98,DorsalVZ,8270
E18.5,129,-2.98,IZ,11752
E18.5,130,-2.96,CP,8352
E18.5,130,-2.96,DorsalVZ,8154
E18.5,130,-2.96,IZ,11665
E18.5,131,-2.94,CP,8320
E18.5,131,-2.94,DorsalVZ,8028
E18.5,131,-2.94,IZ,11614
E18.5,132,-2.92,CP,8349
E18.5,132,-2.92,DorsalVZ,7934
E18.5,132,-2.92,IZ,11553
E18.5,133,-2.9,CP,8372
E18.5,133,-2.9,DorsalVZ,7832
E18.5,133,-2.9,IZ,11450
E18.5,134,-2.88,CP,8357
E18.5,134,-2.88,DorsalVZ,7762
E18.5,134,-2.88,IZ,11390
E18.5,135,-2.86,CP,8301
E18.5,135,-2.86,DorsalVZ,7714
E18.5,135,-2.86,IZ,11316
E18.5,136,-2.84,CP,8231
E18.5,136,-2.84,DorsalVZ,7656
E18.5,136,-2.84,IZ,11308
E18.5,137,-2.82,CP,8138
E18.5,137,-2.82,DorsalVZ,7620
E18.5,137,-2.82,IZ,11266
E18.5,138,-2.8,CP,7993
E18.5,138,-2.8,DorsalVZ,7610
E18.5,138,-2.8,IZ,11236
E18.5,139,-2.78,CP,7833
E18.5,139,-2.78,DorsalVZ,7538
E18.5,139,-2.78,IZ,11222
E18.5,140,-2.76,CP,7625
E18.5,140,-2.76,DorsalVZ,7520
E18.5,140,-2.76,IZ,11214
E18.5,141,-2.74,CP,7485
E18.5,141,-2.74,DorsalVZ,7482
E18.5,141,-2.74,IZ,11180
E18.5,142,-2.72,CP,7310
E18.5,142,-2.72,DorsalVZ,7448
E18.5,142,-2.72,IZ,11128
E18.5,143,-2.7,CP,7095
E18.5,143,-2.7,DorsalVZ,7422
E18.5,143,-2.7,IZ,11132
E18.5,144,-2.68,CP,6950
E18.5,144,-2.68,DorsalVZ,7412
E18.5,144,-2.68,IZ,11050
E18.5,145,-2.66,CP,6758
E18.5,145,-2.66,DorsalVZ,7360
E18.5,145,-2.66,IZ,11004
E18.5,146,-2.64,CP,6614
E18.5,146,-2.64,DorsalVZ,7330
E18.5,146,-2.64,IZ,10912
E18.5,147,-2.62,CP,6484
E18.5,147,-2.62,DorsalVZ,7298
E18.5,147,-2.62,IZ,10788
E18.5,148,-2.6,CP,6407
E18.5,148,-2.6,DorsalVZ,7276
E18.5,148,-2.6,IZ,10616
E18.5,149,-2.58,CP,6317
E18.5,149,-2.58,DorsalVZ,7244
E18.5,149,-2.58,IZ,10432
E18.5,150,-2.56,CP,6292
E18.5,150,-2.56,DorsalVZ,7204
E18.5,150,-2.56,IZ,10240
E18.5,151,-2.54,CP,6188
E18.5,151,-2.54,DorsalVZ,7170
E18.5,151,-2.54,IZ,10062
E18.5,152,-2.52,CP,6149
E18.5,152,-2.52,DorsalVZ,7154
E18.5,152,-2.52,IZ,9864
E18.5,153,-2.5,CP,6082
E18.5,153,-2.5,DorsalVZ,7144
E18.5,153,-2.5,IZ,9606
E18.5,154,-2.48,CP,5973
E18.5,154,-2.48,DorsalVZ,7022
E18.5,154,-2.48,IZ,9476
E18.5,155,-2.46,CP,5949
E18.5,155,-2.46,DorsalVZ,6934
E18.5,155,-2.46,IZ,9274
E18.5,156,-2.44,CP,5910
E18.5,156,-2.44,DorsalVZ,6776
E18.5,156,-2.44,IZ,9156
E18.5,157,-2.42,CP,5863
E18.5,157,-2.42,DorsalVZ,6622
E18.5,157,-2.42,IZ,9054
E18.5,158,-2.4,CP,5812
E18.5,158,-2.4,DorsalVZ,6438
E18.5,158,-2.4,IZ,8980
E18.5,159,-2.38,CP,5753
E18.5,159,-2.38,DorsalVZ,6246
E18.5,159,-2.38,IZ,8864
E18.5,160,-2.36,CP,5730
E18.5,160,-2.36,DorsalVZ,6060
E18.5,160,-2.36,IZ,8772
E18.5,161,-2.34,CP,5719
E18.5,161,-2.34,DorsalVZ,5880
E18.5,161,-2.34,IZ,8584
E18.5,162,-2.32,CP,5713
E18.5,162,-2.32,DorsalVZ,5710
E18.5,162,-2.32,IZ,8464
E18.5,163,-2.3,CP,5691
E18.5,163,-2.3,DorsalVZ,5560
E18.5,163,-2.3,IZ,8288
E18.5,164,-2.28,CP,5672
E18.5,164,-2.28,DorsalVZ,5434
E18.5,164,-2.28,IZ,8114
E18.5,165,-2.26,CP,5671
E18.5,165,-2.26,DorsalVZ,5246
E18.5,165,-2.26,IZ,7972
E18.5,166,-2.24,CP,5681
E18.5,166,-2.24,DorsalVZ,5056
E18.5,166,-2.24,IZ,7810
E18.5,167,-2.22,CP,5598
E18.5,167,-2.22,DorsalVZ,4900
E18.5,167,-2.22,IZ,7668
E18.5,168,-2.2,CP,5542
E18.5,168,-2.2,DorsalVZ,4720
E18.5,168,-2.2,IZ,7560
E18.5,169,-2.18,CP,5504
E18.5,169,-2.18,DorsalVZ,4482
E18.5,169,-2.18,IZ,7452
E18.5,170,-2.16,CP,5482
E18.5,170,-2.16,DorsalVZ,4298
E18.5,170,-2.16,IZ,7268
E18.5,171,-2.14,CP,5454
E18.5,171,-2.14,DorsalVZ,4114
E18.5,171,-2.14,IZ,7058
E18.5,172,-2.12,CP,5501
E18.5,172,-2.12,DorsalVZ,3902
E18.5,172,-2.12,IZ,6810
E18.5,173,-2.1,CP,5428
E18.5,173,-2.1,DorsalVZ,3752
E18.5,173,-2.1,IZ,6626
E18.5,174,-2.08,CP,5312
E18.5,174,-2.08,DorsalVZ,3566
E18.5,174,-2.08,IZ,6484
E18.5,175,-2.06,CP,5234
E18.5,175,-2.06,DorsalVZ,3322
E18.5,175,-2.06,IZ,6330
E18.5,176,-2.04,CP,5195
E18.5,176,-2.04,DorsalVZ,3104
E18.5,176,-2.04,IZ,6116
E18.5,177,-2.02,CP,5171
E18.5,177,-2.02,DorsalVZ,2886
E18.5,177,-2.02,IZ,5868
E18.5,178,-2.0,CP,5156
E18.5,178,-2.0,DorsalVZ,2634
E18.5,178,-2.0,IZ,5664
E18.5,179,-1.98,CP,5095
E18.5,179,-1.98,DorsalVZ,2394
E18.5,179,-1.98,IZ,5450
E18.5,180,-1.96,CP,5071
E18.5,180,-1.96,DorsalVZ,2132
E18.5,180,-1.96,IZ,5230
E18.5,181,-1.94,CP,5032
E18.5,181,-1.94,DorsalVZ,1876
E18.5,181,-1.94,IZ,4974
E18.5,182,-1.92,CP,4994
E18.5,182,-1.92,DorsalVZ,1594
E18.5,182,-1.92,IZ,4774
E18.5,183,-1.9,CP,4982
E18.5,183,-1.9,DorsalVZ,1292
E18.5,183,-1.9,IZ,4534
E18.5,184,-1.88,CP,4954
E18.5,184,-1.88,DorsalVZ,978
E18.5,184,-1.88,IZ,4346
E18.5,185,-1.86,CP,4922
E18.5,185,-1.86,DorsalVZ,650
E18.5,185,-1.86,IZ,4146
E18.5,186,-1.84,CP,4885
E18.5,186,-1.84,DorsalVZ,326
E18.5,186,-1.84,IZ,3934
E18.5,187,-1.82,CP,4862
E18.5,187,-1.82,DorsalVZ,56
E18.5,187,-1.82,IZ,3632
E18.5,188,-1.8,CP,4848
E18.5,188,-1.8,IZ,3124
E18.5,189,-1.78,CP,4842
E18.5,189,-1.78,IZ,2514
E18.5,190,-1.76,CP,4806
E18.5,190,-1.76,IZ,1932
E18.5,191,-1.74,CP,4776
E18.5,191,-1.74,IZ,1288
E18.5,192,-1.72,CP,4680
E18.5,192,-1.72,IZ,744
E18.5,193,-1.7,CP,4568
E18.5,193,-1.7,IZ,192
E18.5,194,-1.68,CP,4138
E18.5,195,-1.66,CP,3516
E18.5,196,-1.64,CP,2934
E18.5,197,-1.62,CP,2182
E18.5,198,-1.6,CP,1560
E18.5,199,-1.58,CP,788
E18.5,200,-1.56,CP,258
E18.5,201,-1.54,CP,46
