mode,alpha,alpha_stratum,support_variant,metric,metric_label,pca20_value,pca10_value,pca10_minus_pca20,supplementary_sensitivity_only,winner_ranking_authorized
shift_only,1.5,extrapolation,all_spots_primary,centroid_distance,Centroid distance,1.73462954824,1.7186146627,-0.0160148855383,True,False
shift_only,1.5,extrapolation,all_spots_primary,covariance_distance,Covariance distance,0.188724742403,0.312551809161,0.123827066759,True,False
shift_only,1.5,extrapolation,all_spots_primary,mmd2_rbf_biased,Biased RBF MMD²,0.0583763615712,0.107699492112,0.0493231305409,True,False
shift_only,1.5,extrapolation,all_spots_primary,paired_expression_correlation,Paired expression correlation,NA,NA,NA,True,False
shift_only,1.5,extrapolation,paired_zero_panel_spots_excluded_sensitivity,batch_asw,Batch ASW,0.0492639771854,0.0891662709144,0.039902293729,True,False
shift_only,1.5,extrapolation,paired_zero_panel_spots_excluded_sensitivity,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.357917471561,0.173287219709,-0.184630251852,True,False
shift_only,1.5,extrapolation,paired_zero_panel_spots_excluded_sensitivity,paired_retrieval_top1,Paired retrieval top-1,0.0717650318648,0.00858963701856,-0.0631753948462,True,False
shift_only,1.5,extrapolation,paired_zero_panel_spots_excluded_sensitivity,paired_retrieval_median_rank,Paired retrieval median rank,88,283,195,True,False
shift_only,1.5,extrapolation,paired_zero_panel_spots_excluded_sensitivity,domain_asw,Domain ASW,0.0270276389674,0.040868543901,0.0138409049336,True,False
shift_only,1.5,extrapolation,paired_zero_panel_spots_excluded_sensitivity,domain_purity_k30,Domain purity (k=30),0.666329546504,0.692033804378,0.0257042578738,True,False
shift_only,1.5,extrapolation,paired_zero_panel_spots_excluded_sensitivity,centroid_distance,Centroid distance,1.73527114578,1.71893862668,-0.016332519097,True,False
shift_only,1.5,extrapolation,paired_zero_panel_spots_excluded_sensitivity,covariance_distance,Covariance distance,0.188686861046,0.312265523107,0.123578662062,True,False
shift_only,1.5,extrapolation,paired_zero_panel_spots_excluded_sensitivity,mmd2_rbf_biased,Biased RBF MMD²,0.0572906212142,0.105814463334,0.0485238421195,True,False
shift_only,1.5,extrapolation,paired_zero_panel_spots_excluded_sensitivity,paired_expression_correlation,Paired expression correlation,NA,NA,NA,True,False
