method,mode,alpha,alpha_stratum,metric,metric_label,value,analysis_role,support_variant,representation,supplementary_diagnostic_only,active_manuscript_claim,winner_ranking_authorized,composite_score_used
STAMP,diagonal_affine,1.5,extrapolation,mmd2_rbf_biased,Biased RBF MMD²,0.0183711943097,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,diagonal_affine,1.5,extrapolation,paired_expression_correlation,Paired expression correlation,NA,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.25,interpolation,batch_asw,Batch ASW,0.000926480908734,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.25,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.958753837626,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.25,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.290224314594,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.25,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,5,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.25,interpolation,domain_asw,Domain ASW,0.165443867645,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.25,interpolation,domain_purity_k30,Domain purity (k=30),0.725639250438,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.25,interpolation,centroid_distance,Centroid distance,0.193993158003,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.25,interpolation,covariance_distance,Covariance distance,0.0664787178509,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.25,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.00100026684127,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.25,interpolation,paired_expression_correlation,Paired expression correlation,NA,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.5,interpolation,batch_asw,Batch ASW,0.032557014858,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.5,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.578449466352,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.5,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.0506784824148,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.5,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,87,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.5,interpolation,domain_asw,Domain ASW,0.121103086247,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.5,interpolation,domain_purity_k30,Domain purity (k=30),0.70311086495,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.5,interpolation,centroid_distance,Centroid distance,0.871074074796,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.5,interpolation,covariance_distance,Covariance distance,0.272438274102,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.5,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.0301778098013,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.5,interpolation,paired_expression_correlation,Paired expression correlation,NA,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.75,interpolation,batch_asw,Batch ASW,0.0230038931983,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.75,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.434171383952,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.75,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.0207698698421,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.75,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,92,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.75,interpolation,domain_asw,Domain ASW,0.114428788436,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.75,interpolation,domain_purity_k30,Domain purity (k=30),0.690016615896,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.75,interpolation,centroid_distance,Centroid distance,0.589685730695,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.75,interpolation,covariance_distance,Covariance distance,0.245095820226,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.75,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.0177300856114,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,0.75,interpolation,paired_expression_correlation,Paired expression correlation,NA,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1,interpolation,batch_asw,Batch ASW,0.00827166838899,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.673272499247,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.034339518139,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,52,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1,interpolation,domain_asw,Domain ASW,0.129787392497,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1,interpolation,domain_purity_k30,Domain purity (k=30),0.695864488138,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1,interpolation,centroid_distance,Centroid distance,0.252412718981,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1,interpolation,covariance_distance,Covariance distance,0.177617562125,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.00758458528531,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1,interpolation,paired_expression_correlation,Paired expression correlation,NA,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.25,extrapolation,batch_asw,Batch ASW,0.00584605726249,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.25,extrapolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.759156775342,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.25,extrapolation,paired_retrieval_top1,Paired retrieval top-1,0.0382165605096,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.25,extrapolation,paired_retrieval_median_rank,Paired retrieval median rank,56,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.25,extrapolation,domain_asw,Domain ASW,0.13189371043,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.25,extrapolation,domain_purity_k30,Domain purity (k=30),0.690552016985,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.25,extrapolation,centroid_distance,Centroid distance,0.306616807004,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.25,extrapolation,covariance_distance,Covariance distance,0.168012400023,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.25,extrapolation,mmd2_rbf_biased,Biased RBF MMD²,0.00689048899472,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.25,extrapolation,paired_expression_correlation,Paired expression correlation,NA,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.5,extrapolation,batch_asw,Batch ASW,0.00529526207588,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.5,extrapolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.753739187859,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.5,extrapolation,paired_retrieval_top1,Paired retrieval top-1,0.0409858764885,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.5,extrapolation,paired_retrieval_median_rank,Paired retrieval median rank,59,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.5,extrapolation,domain_asw,Domain ASW,0.142582461495,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.5,extrapolation,domain_purity_k30,Domain purity (k=30),0.701758515647,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.5,extrapolation,centroid_distance,Centroid distance,0.354914740934,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.5,extrapolation,covariance_distance,Covariance distance,0.151044674027,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.5,extrapolation,mmd2_rbf_biased,Biased RBF MMD²,0.00524841889255,primary,all_spots_primary,native_10d_topics,True,False,False,False
STAMP,shift_only,1.5,extrapolation,paired_expression_correlation,Paired expression correlation,NA,primary,all_spots_primary,native_10d_topics,True,False,False,False
scVI,diagonal_affine,0.25,interpolation,batch_asw,Batch ASW,0.00420219171194,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.25,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.938980411806,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.25,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.828579340903,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.25,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,1,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.25,interpolation,domain_asw,Domain ASW,0.0413104215052,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.25,interpolation,domain_purity_k30,Domain purity (k=30),0.615138927352,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.25,interpolation,centroid_distance,Centroid distance,0.397400324772,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.25,interpolation,covariance_distance,Covariance distance,0.0780631416153,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.25,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.0074963597642,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.25,interpolation,paired_expression_correlation,Paired expression correlation,0.995734570176,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.5,interpolation,batch_asw,Batch ASW,0.0120446985417,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.5,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.845487415475,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.5,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.682082525616,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.5,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,1,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.5,interpolation,domain_asw,Domain ASW,0.0423133973737,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.5,interpolation,domain_purity_k30,Domain purity (k=30),0.61222191452,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.5,interpolation,centroid_distance,Centroid distance,0.593194138009,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.5,interpolation,covariance_distance,Covariance distance,0.0913395576778,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.5,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.0155563545326,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.5,interpolation,paired_expression_correlation,Paired expression correlation,0.992402671643,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.75,interpolation,batch_asw,Batch ASW,0.0168577637064,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.75,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.774687835264,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.75,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.554970922182,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.75,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,1,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.75,interpolation,domain_asw,Domain ASW,0.0395855890266,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.75,interpolation,domain_purity_k30,Domain purity (k=30),0.607190990492,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.75,interpolation,centroid_distance,Centroid distance,0.653178353701,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.75,interpolation,covariance_distance,Covariance distance,0.104485217303,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.75,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.0188221909557,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,0.75,interpolation,paired_expression_correlation,Paired expression correlation,0.98899494661,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1,interpolation,batch_asw,Batch ASW,0.0190409013266,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.756390124388,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.345056770978,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,5,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1,interpolation,domain_asw,Domain ASW,0.0423025286448,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1,interpolation,domain_purity_k30,Domain purity (k=30),0.604846302963,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1,interpolation,centroid_distance,Centroid distance,0.670766556902,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1,interpolation,covariance_distance,Covariance distance,0.114421259152,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.0210201123246,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1,interpolation,paired_expression_correlation,Paired expression correlation,0.986899001763,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.25,extrapolation,batch_asw,Batch ASW,0.0243291221497,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.25,extrapolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.72952771209,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.25,extrapolation,paired_retrieval_top1,Paired retrieval top-1,0.267792855165,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.25,extrapolation,paired_retrieval_median_rank,Paired retrieval median rank,9,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.25,extrapolation,domain_asw,Domain ASW,0.0402410142301,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.25,extrapolation,domain_purity_k30,Domain purity (k=30),0.598541493584,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.25,extrapolation,centroid_distance,Centroid distance,0.769233867317,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.25,extrapolation,covariance_distance,Covariance distance,0.109712650022,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.25,extrapolation,mmd2_rbf_biased,Biased RBF MMD²,0.0278417899561,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.25,extrapolation,paired_expression_correlation,Paired expression correlation,0.983758198358,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.5,extrapolation,batch_asw,Batch ASW,0.029891785496,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.5,extrapolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.723989139942,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.5,extrapolation,paired_retrieval_top1,Paired retrieval top-1,0.224037662697,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.5,extrapolation,paired_retrieval_median_rank,Paired retrieval median rank,13,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.5,extrapolation,domain_asw,Domain ASW,0.036213687201,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.5,extrapolation,domain_purity_k30,Domain purity (k=30),0.590155081695,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.5,extrapolation,centroid_distance,Centroid distance,0.921840975829,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.5,extrapolation,covariance_distance,Covariance distance,0.0938276061423,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.5,extrapolation,mmd2_rbf_biased,Biased RBF MMD²,0.0365900850702,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,diagonal_affine,1.5,extrapolation,paired_expression_correlation,Paired expression correlation,0.980835838821,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.25,interpolation,batch_asw,Batch ASW,0.00517501246511,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.25,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.929769681763,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.25,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.806147881473,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.25,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,1,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.25,interpolation,domain_asw,Domain ASW,0.0428620587118,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.25,interpolation,domain_purity_k30,Domain purity (k=30),0.614778916274,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.25,interpolation,centroid_distance,Centroid distance,0.42696948507,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.25,interpolation,covariance_distance,Covariance distance,0.082437033273,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.25,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.00857992987312,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.25,interpolation,paired_expression_correlation,Paired expression correlation,0.995446652679,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.5,interpolation,batch_asw,Batch ASW,0.0134854739723,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.5,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.828911265226,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.5,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.665189698145,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.5,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,1,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.5,interpolation,domain_asw,Domain ASW,0.0449445828392,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.5,interpolation,domain_purity_k30,Domain purity (k=30),0.616745130619,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.5,interpolation,centroid_distance,Centroid distance,0.611421382471,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.5,interpolation,covariance_distance,Covariance distance,0.0915346093398,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.5,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.0156803408072,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.5,interpolation,paired_expression_correlation,Paired expression correlation,0.991704403522,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.75,interpolation,batch_asw,Batch ASW,0.0241544806829,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.75,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.730061503275,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.75,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.485738022708,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.75,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,2,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.75,interpolation,domain_asw,Domain ASW,0.0465846885007,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.75,interpolation,domain_purity_k30,Domain purity (k=30),0.613588110403,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.75,interpolation,centroid_distance,Centroid distance,0.786642817291,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.75,interpolation,covariance_distance,Covariance distance,0.118477295157,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.75,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.0263165665013,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,0.75,interpolation,paired_expression_correlation,Paired expression correlation,0.987448289563,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1,interpolation,batch_asw,Batch ASW,0.0261643686915,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1,interpolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.717941917243,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1,interpolation,paired_retrieval_top1,Paired retrieval top-1,0.357795624481,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1,interpolation,paired_retrieval_median_rank,Paired retrieval median rank,4,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1,interpolation,domain_asw,Domain ASW,0.0465266845012,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1,interpolation,domain_purity_k30,Domain purity (k=30),0.612484999538,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1,interpolation,centroid_distance,Centroid distance,0.791505962356,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1,interpolation,covariance_distance,Covariance distance,0.126404843537,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1,interpolation,mmd2_rbf_biased,Biased RBF MMD²,0.0288722872415,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1,interpolation,paired_expression_correlation,Paired expression correlation,0.986006225289,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.25,extrapolation,batch_asw,Batch ASW,0.0351607222021,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.25,extrapolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.688614945506,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.25,extrapolation,paired_retrieval_top1,Paired retrieval top-1,0.218499030739,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.25,extrapolation,paired_retrieval_median_rank,Paired retrieval median rank,13,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.25,extrapolation,domain_asw,Domain ASW,0.0421079263048,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.25,extrapolation,domain_purity_k30,Domain purity (k=30),0.60175390012,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.25,extrapolation,centroid_distance,Centroid distance,1.00549595441,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.25,extrapolation,covariance_distance,Covariance distance,0.10825538895,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.25,extrapolation,mmd2_rbf_biased,Biased RBF MMD²,0.0417479633492,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.25,extrapolation,paired_expression_correlation,Paired expression correlation,0.981358985686,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.5,extrapolation,batch_asw,Batch ASW,0.04242664443,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.5,extrapolation,batch_mixing_entropy_k30,Batch mixing entropy (k=30),0.669545741793,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.5,extrapolation,paired_retrieval_top1,Paired retrieval top-1,0.213237330379,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.5,extrapolation,paired_retrieval_median_rank,Paired retrieval median rank,13,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.5,extrapolation,domain_asw,Domain ASW,0.0417050002956,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.5,extrapolation,domain_purity_k30,Domain purity (k=30),0.598569186744,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.5,extrapolation,centroid_distance,Centroid distance,1.14766443403,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.5,extrapolation,covariance_distance,Covariance distance,0.101286624453,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.5,extrapolation,mmd2_rbf_biased,Biased RBF MMD²,0.0518443770834,primary,all_spots_primary,native_10d_latent,True,False,False,False
scVI,shift_only,1.5,extrapolation,paired_expression_correlation,Paired expression correlation,0.978869216186,primary,all_spots_primary,native_10d_latent,True,False,False,False
